Ensmbl_IDs	Gene_Description	PWM	Mouse_Gene_Name	TPM_rep1	FPKM_rep1	TPM_rep2	FPKM_rep2
ENSMUSG00000001493	mesenchyme homeobox 1 [Source:MGI Symbol;Acc:MGI:103220]	MA0661.1.MEOX1	Meox1	10.3	7.64	9.24	7.12
ENSMUSG00000001493	mesenchyme homeobox 1 [Source:MGI Symbol;Acc:MGI:103220]	MEOX1.Me9943.1.YY2017.HT-SE2	Meox1	10.3	7.64	9.24	7.12
ENSMUSG00000001493	mesenchyme homeobox 1 [Source:MGI Symbol;Acc:MGI:103220]	HOMEO0105_Meox1_2310.2	Meox1	10.3	7.64	9.24	7.12
ENSMUSG00000001493	mesenchyme homeobox 1 [Source:MGI Symbol;Acc:MGI:103220]	MEOX1.Ca9943.2.YY2017.HT-SE2	Meox1	10.3	7.64	9.24	7.12
ENSMUSG00000033943	MAX gene associated [Source:MGI Symbol;Acc:MGI:1352483]	MA0801.1.MGA	Mga	14.32	10.62	21.05	16.23
ENSMUSG00000033943	MAX gene associated [Source:MGI Symbol;Acc:MGI:1352483]	TA0289_MGA_DBD_dimer	Mga	14.32	10.62	21.05	16.23
ENSMUSG00000033943	MAX gene associated [Source:MGI Symbol;Acc:MGI:1352483]	TA0288_MGA_DBD_dimer	Mga	14.32	10.62	21.05	16.23
ENSMUSG00000035158	melanogenesis associated transcription factor [Source:MGI Symbol;Acc:MGI:104554]	MA0620.2.MITF	Mitf	13.42	9.96	17.07	13.16
ENSMUSG00000035158	melanogenesis associated transcription factor [Source:MGI Symbol;Acc:MGI:104554]	MA0620.1.Mitf	Mitf	13.42	9.96	17.07	13.16
ENSMUSG00000035158	melanogenesis associated transcription factor [Source:MGI Symbol;Acc:MGI:104554]	MITF_HUMAN.H11MO.0.A	Mitf	13.42	9.96	17.07	13.16
ENSMUSG00000017801	MAX-like protein X [Source:MGI Symbol;Acc:MGI:108398]	MLX.Me9815.1.YY2017.HT-SE2	Mlx	24.51	18.19	25.11	19.36
ENSMUSG00000017801	MAX-like protein X [Source:MGI Symbol;Acc:MGI:108398]	MLX.Ca9815.1.YY2017.HT-SE2	Mlx	24.51	18.19	25.11	19.36
ENSMUSG00000017801	MAX-like protein X [Source:MGI Symbol;Acc:MGI:108398]	MLX.Ca9815.2.YY2017.HT-SE2	Mlx	24.51	18.19	25.11	19.36
ENSMUSG00000017801	MAX-like protein X [Source:MGI Symbol;Acc:MGI:108398]	MLX.Me9815.2.YY2017.HT-SE2	Mlx	24.51	18.19	25.11	19.36
ENSMUSG00000017801	MAX-like protein X [Source:MGI Symbol;Acc:MGI:108398]	TA0362_Mlx_DBD_dimer	Mlx	24.51	18.19	25.11	19.36
ENSMUSG00000017801	MAX-like protein X [Source:MGI Symbol;Acc:MGI:108398]	MA0663.1.MLX	Mlx	24.51	18.19	25.11	19.36
ENSMUSG00000048450	msh homeobox 1 [Source:MGI Symbol;Acc:MGI:97168]	MSX1.Me9997.2.YY2017.HT-SE2	Msx1	13.02	9.66	12.98	10.01
ENSMUSG00000048450	msh homeobox 1 [Source:MGI Symbol;Acc:MGI:97168]	MSX1.Ca9997.1.YY2017.HT-SE2	Msx1	13.02	9.66	12.98	10.01
ENSMUSG00000048450	msh homeobox 1 [Source:MGI Symbol;Acc:MGI:97168]	HOMEO0108_Msx1_3031.2	Msx1	13.02	9.66	12.98	10.01
ENSMUSG00000048450	msh homeobox 1 [Source:MGI Symbol;Acc:MGI:97168]	TA0622_MSX1_DBD_dimer	Msx1	13.02	9.66	12.98	10.01
ENSMUSG00000048450	msh homeobox 1 [Source:MGI Symbol;Acc:MGI:97168]	MA0666.1.MSX1	Msx1	13.02	9.66	12.98	10.01
ENSMUSG00000048450	msh homeobox 1 [Source:MGI Symbol;Acc:MGI:97168]	MSX1.Me9997.1.YY2017.HT-SE2	Msx1	13.02	9.66	12.98	10.01
ENSMUSG00000048450	msh homeobox 1 [Source:MGI Symbol;Acc:MGI:97168]	MSX1.Ca9997.2.YY2017.HT-SE2	Msx1	13.02	9.66	12.98	10.01
ENSMUSG00000048450	msh homeobox 1 [Source:MGI Symbol;Acc:MGI:97168]	MSX1.Me9997.3.YY2017.HT-SE2	Msx1	13.02	9.66	12.98	10.01
ENSMUSG00000048450	msh homeobox 1 [Source:MGI Symbol;Acc:MGI:97168]	MSX1.Me9997.4.YY2017.HT-SE2	Msx1	13.02	9.66	12.98	10.01
ENSMUSG00000021469	msh homeobox 2 [Source:MGI Symbol;Acc:MGI:97169]	HOMEO0109_Msx2_3449.1	Msx2	7.77	5.77	7.56	5.83
ENSMUSG00000021469	msh homeobox 2 [Source:MGI Symbol;Acc:MGI:97169]	MA0708.1.MSX2	Msx2	7.77	5.77	7.56	5.83
ENSMUSG00000021469	msh homeobox 2 [Source:MGI Symbol;Acc:MGI:97169]	TA0625_MSX2_DBD_dimer	Msx2	7.77	5.77	7.56	5.83
ENSMUSG00000021469	msh homeobox 2 [Source:MGI Symbol;Acc:MGI:97169]	MSX2.Me9998.2.YY2017.HT-SE2	Msx2	7.77	5.77	7.56	5.83
ENSMUSG00000021469	msh homeobox 2 [Source:MGI Symbol;Acc:MGI:97169]	MSX2.Me9998.1.YY2017.HT-SE2	Msx2	7.77	5.77	7.56	5.83
ENSMUSG00000021469	msh homeobox 2 [Source:MGI Symbol;Acc:MGI:97169]	MSX2.Ca9998.1.YY2017.HT-SE2	Msx2	7.77	5.77	7.56	5.83
ENSMUSG00000028890	metal response element binding transcription factor 1 [Source:MGI Symbol;Acc:MGI:101786]	MTF1.Ca9485.1.YY2017.HT-SE2	Mtf1	9.59	7.12	7.7	5.94
ENSMUSG00000028890	metal response element binding transcription factor 1 [Source:MGI Symbol;Acc:MGI:101786]	MA0863.1.MTF1	Mtf1	9.59	7.12	7.7	5.94
ENSMUSG00000028890	metal response element binding transcription factor 1 [Source:MGI Symbol;Acc:MGI:101786]	MTF1_HUMAN.H11MO.0.C	Mtf1	9.59	7.12	7.7	5.94
ENSMUSG00000028890	metal response element binding transcription factor 1 [Source:MGI Symbol;Acc:MGI:101786]	MTF1.Me9485.1.YY2017.HT-SE2	Mtf1	9.59	7.12	7.7	5.94
ENSMUSG00000028890	metal response element binding transcription factor 1 [Source:MGI Symbol;Acc:MGI:101786]	BU0044.Mtf1_primary	Mtf1	9.59	7.12	7.7	5.94
ENSMUSG00000017861	myeloblastosis oncogene-like 2 [Source:MGI Symbol;Acc:MGI:101785]	MYBL2.Ca9665.1.YY2017.HT-SE2	Mybl2	12.53	9.3	12.76	9.84
ENSMUSG00000017861	myeloblastosis oncogene-like 2 [Source:MGI Symbol;Acc:MGI:101785]	MYBL2.Me9665.1.YY2017.HT-SE2	Mybl2	12.53	9.3	12.76	9.84
ENSMUSG00000017861	myeloblastosis oncogene-like 2 [Source:MGI Symbol;Acc:MGI:101785]	TA0213_MYBL2_DBD_monomer	Mybl2	12.53	9.3	12.76	9.84
ENSMUSG00000017861	myeloblastosis oncogene-like 2 [Source:MGI Symbol;Acc:MGI:101785]	MA0777.1.MYBL2	Mybl2	12.53	9.3	12.76	9.84
ENSMUSG00000017861	myeloblastosis oncogene-like 2 [Source:MGI Symbol;Acc:MGI:101785]	TA0211_MYBL2_DBD_dimer	Mybl2	12.53	9.3	12.76	9.84
ENSMUSG00000017861	myeloblastosis oncogene-like 2 [Source:MGI Symbol;Acc:MGI:101785]	TA0212_MYBL2_DBD_dimer	Mybl2	12.53	9.3	12.76	9.84
ENSMUSG00000022346	myelocytomatosis oncogene [Source:MGI Symbol;Acc:MGI:97250]	MA0147.2.Myc	Myc	22.78	16.9	21.81	16.82
ENSMUSG00000022346	myelocytomatosis oncogene [Source:MGI Symbol;Acc:MGI:97250]	MA0147.1.Myc	Myc	22.78	16.9	21.81	16.82
ENSMUSG00000022346	myelocytomatosis oncogene [Source:MGI Symbol;Acc:MGI:97250]	MA0147.3.MYC	Myc	22.78	16.9	21.81	16.82
ENSMUSG00000022346	myelocytomatosis oncogene [Source:MGI Symbol;Acc:MGI:97250]	MYC_HUMAN.H11MO.0.A	Myc	22.78	16.9	21.81	16.82
ENSMUSG00000037169	v-myc avian myelocytomatosis viral related oncogene, neuroblastoma derived [Source:MGI Symbol;Acc:MGI:97357]	MA0104.3.Mycn	Mycn	41.44	30.74	37.26	28.73
ENSMUSG00000037169	v-myc avian myelocytomatosis viral related oncogene, neuroblastoma derived [Source:MGI Symbol;Acc:MGI:97357]	MA0104.1.Mycn	Mycn	41.44	30.74	37.26	28.73
ENSMUSG00000037169	v-myc avian myelocytomatosis viral related oncogene, neuroblastoma derived [Source:MGI Symbol;Acc:MGI:97357]	MA0104.4.MYCN	Mycn	41.44	30.74	37.26	28.73
ENSMUSG00000037169	v-myc avian myelocytomatosis viral related oncogene, neuroblastoma derived [Source:MGI Symbol;Acc:MGI:97357]	MA0104.2.Mycn	Mycn	41.44	30.74	37.26	28.73
ENSMUSG00000037169	v-myc avian myelocytomatosis viral related oncogene, neuroblastoma derived [Source:MGI Symbol;Acc:MGI:97357]	MYCN.Ca9813.1.YY2017.HT-SE2	Mycn	41.44	30.74	37.26	28.73
ENSMUSG00000037169	v-myc avian myelocytomatosis viral related oncogene, neuroblastoma derived [Source:MGI Symbol;Acc:MGI:97357]	MYCN_HUMAN.H11MO.0.A	Mycn	41.44	30.74	37.26	28.73
ENSMUSG00000026459	myogenin [Source:MGI Symbol;Acc:MGI:97276]	MYOG.Me9818.2.YY2017.HT-SE2	Myog	2.97	2.2	2.6	2
ENSMUSG00000026459	myogenin [Source:MGI Symbol;Acc:MGI:97276]	MYOG.Me9818.3.YY2017.HT-SE2	Myog	2.97	2.2	2.6	2
ENSMUSG00000026459	myogenin [Source:MGI Symbol;Acc:MGI:97276]	MYOG.Me9818.1.YY2017.HT-SE2	Myog	2.97	2.2	2.6	2
ENSMUSG00000026459	myogenin [Source:MGI Symbol;Acc:MGI:97276]	MYOG.Ca9818.3.YY2017.HT-SE2	Myog	2.97	2.2	2.6	2
ENSMUSG00000026459	myogenin [Source:MGI Symbol;Acc:MGI:97276]	MYOG_HUMAN.H11MO.0.B	Myog	2.97	2.2	2.6	2
ENSMUSG00000026459	myogenin [Source:MGI Symbol;Acc:MGI:97276]	MYOG.Ca9818.4.YY2017.HT-SE2	Myog	2.97	2.2	2.6	2
ENSMUSG00000026459	myogenin [Source:MGI Symbol;Acc:MGI:97276]	MYOG.Me9818.4.YY2017.HT-SE2	Myog	2.97	2.2	2.6	2
ENSMUSG00000026459	myogenin [Source:MGI Symbol;Acc:MGI:97276]	MYOG.Ca9818.2.YY2017.HT-SE2	Myog	2.97	2.2	2.6	2
ENSMUSG00000026459	myogenin [Source:MGI Symbol;Acc:MGI:97276]	MYOG.Ca9818.1.YY2017.HT-SE2	Myog	2.97	2.2	2.6	2
ENSMUSG00000026459	myogenin [Source:MGI Symbol;Acc:MGI:97276]	MA0500.1.Myog	Myog	2.97	2.2	2.6	2
ENSMUSG00000036098	myelin regulatory factor [Source:MGI Symbol;Acc:MGI:2684944]	GN_MYRF_TOP1000	Myrf	16.14	11.97	16.09	12.41
ENSMUSG00000003847	nuclear factor of activated T cells 5 [Source:MGI Symbol;Acc:MGI:1859333]	TA0215_NFAT5_DBD_dimer	Nfat5	7.94	5.89	8.52	6.57
ENSMUSG00000003847	nuclear factor of activated T cells 5 [Source:MGI Symbol;Acc:MGI:1859333]	NFAT5.Ca9606.1.YY2017.HT-SE2	Nfat5	7.94	5.89	8.52	6.57
ENSMUSG00000003847	nuclear factor of activated T cells 5 [Source:MGI Symbol;Acc:MGI:1859333]	NFAT5.Me9606.1.YY2017.HT-SE2	Nfat5	7.94	5.89	8.52	6.57
ENSMUSG00000003847	nuclear factor of activated T cells 5 [Source:MGI Symbol;Acc:MGI:1859333]	MA0606.1.NFAT5	Nfat5	7.94	5.89	8.52	6.57
ENSMUSG00000033016	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1 [Source:MGI Symbol;Acc:MGI:102469]	TA0216_NFATC1_full_dimer	Nfatc1	18.85	13.98	14.15	10.91
ENSMUSG00000033016	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1 [Source:MGI Symbol;Acc:MGI:102469]	NFATC1.Ca9605.1.YY2017.HT-SE2	Nfatc1	18.85	13.98	14.15	10.91
ENSMUSG00000033016	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1 [Source:MGI Symbol;Acc:MGI:102469]	TA0217_NFATC1_full_dimer	Nfatc1	18.85	13.98	14.15	10.91
ENSMUSG00000033016	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1 [Source:MGI Symbol;Acc:MGI:102469]	NFAC1_HUMAN.H11MO.0.B	Nfatc1	18.85	13.98	14.15	10.91
ENSMUSG00000033016	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1 [Source:MGI Symbol;Acc:MGI:102469]	NFATC1.Me9605.2.YY2017.HT-SE2	Nfatc1	18.85	13.98	14.15	10.91
ENSMUSG00000033016	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1 [Source:MGI Symbol;Acc:MGI:102469]	NFATC1.Me9605.1.YY2017.HT-SE2	Nfatc1	18.85	13.98	14.15	10.91
ENSMUSG00000033016	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1 [Source:MGI Symbol;Acc:MGI:102469]	NFATC1.Ca9605.2.YY2017.HT-SE2	Nfatc1	18.85	13.98	14.15	10.91
ENSMUSG00000033016	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1 [Source:MGI Symbol;Acc:MGI:102469]	MA0624.1.NFATC1	Nfatc1	18.85	13.98	14.15	10.91
ENSMUSG00000033016	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1 [Source:MGI Symbol;Acc:MGI:102469]	TA0218_NFATC1_full_dimer	Nfatc1	18.85	13.98	14.15	10.91
ENSMUSG00000027544	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2 [Source:MGI Symbol;Acc:MGI:102463]	NFATC2.Me9604.2.YY2017.HT-SE2	Nfatc2	3.24	2.4	2.93	2.26
ENSMUSG00000027544	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2 [Source:MGI Symbol;Acc:MGI:102463]	NFAC2_HUMAN.H11MO.0.B	Nfatc2	3.24	2.4	2.93	2.26
ENSMUSG00000027544	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2 [Source:MGI Symbol;Acc:MGI:102463]	MA0152.1.NFATC2	Nfatc2	3.24	2.4	2.93	2.26
ENSMUSG00000027544	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2 [Source:MGI Symbol;Acc:MGI:102463]	NFATC2.Me9604.1.YY2017.HT-SE2	Nfatc2	3.24	2.4	2.93	2.26
ENSMUSG00000027544	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2 [Source:MGI Symbol;Acc:MGI:102463]	NFATC2.Ca9604.2.YY2017.HT-SE2	Nfatc2	3.24	2.4	2.93	2.26
ENSMUSG00000027544	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 2 [Source:MGI Symbol;Acc:MGI:102463]	NFATC2.Ca9604.1.YY2017.HT-SE2	Nfatc2	3.24	2.4	2.93	2.26
ENSMUSG00000031902	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3 [Source:MGI Symbol;Acc:MGI:103296]	NFATC3.Ca9603.1.YY2017.HT-SE2	Nfatc3	3.11	2.31	4.18	3.22
ENSMUSG00000031902	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3 [Source:MGI Symbol;Acc:MGI:103296]	NFATC3.Me9603.2.YY2017.HT-SE2	Nfatc3	3.11	2.31	4.18	3.22
ENSMUSG00000031902	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3 [Source:MGI Symbol;Acc:MGI:103296]	NFATC3.Me9603.3.YY2017.HT-SE2	Nfatc3	3.11	2.31	4.18	3.22
ENSMUSG00000031902	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3 [Source:MGI Symbol;Acc:MGI:103296]	NFATC3.Me9603.1.YY2017.HT-SE2	Nfatc3	3.11	2.31	4.18	3.22
ENSMUSG00000031902	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3 [Source:MGI Symbol;Acc:MGI:103296]	NFATC3.Ca9603.3.YY2017.HT-SE2	Nfatc3	3.11	2.31	4.18	3.22
ENSMUSG00000031902	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3 [Source:MGI Symbol;Acc:MGI:103296]	NFATC3.Ca9603.2.YY2017.HT-SE2	Nfatc3	3.11	2.31	4.18	3.22
ENSMUSG00000031902	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3 [Source:MGI Symbol;Acc:MGI:103296]	MA0625.1.NFATC3	Nfatc3	3.11	2.31	4.18	3.22
ENSMUSG00000031902	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 3 [Source:MGI Symbol;Acc:MGI:103296]	NFAC3_HUMAN.H11MO.0.B	Nfatc3	3.11	2.31	4.18	3.22
ENSMUSG00000023411	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 4 [Source:MGI Symbol;Acc:MGI:1920431]	NFAC4_HUMAN.H11MO.0.C	Nfatc4	11.01	8.17	11.78	9.08
ENSMUSG00000023411	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 4 [Source:MGI Symbol;Acc:MGI:1920431]	NFATC4.Ca9602.2.YY2017.HT-SE2	Nfatc4	11.01	8.17	11.78	9.08
ENSMUSG00000023411	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 4 [Source:MGI Symbol;Acc:MGI:1920431]	NFATC4.Me9602.1.YY2017.HT-SE2	Nfatc4	11.01	8.17	11.78	9.08
ENSMUSG00000023411	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 4 [Source:MGI Symbol;Acc:MGI:1920431]	NFATC4.Ca9602.1.YY2017.HT-SE2	Nfatc4	11.01	8.17	11.78	9.08
ENSMUSG00000023411	nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 4 [Source:MGI Symbol;Acc:MGI:1920431]	NFATC4.Me9602.2.YY2017.HT-SE2	Nfatc4	11.01	8.17	11.78	9.08
ENSMUSG00000058794	nuclear factor, erythroid derived 2 [Source:MGI Symbol;Acc:MGI:97308]	NFE2.Me9805.1.YY2017.HT-SE2	Nfe2	15.58	11.56	16.87	13.01
ENSMUSG00000058794	nuclear factor, erythroid derived 2 [Source:MGI Symbol;Acc:MGI:97308]	MA0841.1.NFE2	Nfe2	15.58	11.56	16.87	13.01
ENSMUSG00000058794	nuclear factor, erythroid derived 2 [Source:MGI Symbol;Acc:MGI:97308]	NFE2.Ca9805.1.YY2017.HT-SE2	Nfe2	15.58	11.56	16.87	13.01
ENSMUSG00000058794	nuclear factor, erythroid derived 2 [Source:MGI Symbol;Acc:MGI:97308]	NFE2_HUMAN.H11MO.0.A	Nfe2	15.58	11.56	16.87	13.01
ENSMUSG00000038615	nuclear factor, erythroid derived 2,-like 1 [Source:MGI Symbol;Acc:MGI:99421]	NF2L1_HUMAN.H11MO.0.C	Nfe2l1	31.22	23.16	25.46	19.63
ENSMUSG00000015839	nuclear factor, erythroid derived 2, like 2 [Source:MGI Symbol;Acc:MGI:108420]	MA0150.1.NFE2L2	Nfe2l2	34.61	25.67	32.59	25.12
ENSMUSG00000015839	nuclear factor, erythroid derived 2, like 2 [Source:MGI Symbol;Acc:MGI:108420]	NRF2_NAR	Nfe2l2	34.61	25.67	32.59	25.12
ENSMUSG00000015839	nuclear factor, erythroid derived 2, like 2 [Source:MGI Symbol;Acc:MGI:108420]	NF2L2_HUMAN.H11MO.0.A	Nfe2l2	34.61	25.67	32.59	25.12
ENSMUSG00000015839	nuclear factor, erythroid derived 2, like 2 [Source:MGI Symbol;Acc:MGI:108420]	MA0150.2.Nfe2l2	Nfe2l2	34.61	25.67	32.59	25.12
ENSMUSG00000028565	nuclear factor I/A [Source:MGI Symbol;Acc:MGI:108056]	TA0221_NFIA_full_dimer	Nfia	19.53	14.49	23.57	18.17
ENSMUSG00000028565	nuclear factor I/A [Source:MGI Symbol;Acc:MGI:108056]	MA0670.1.NFIA	Nfia	19.53	14.49	23.57	18.17
ENSMUSG00000028565	nuclear factor I/A [Source:MGI Symbol;Acc:MGI:108056]	NFIA_HUMAN.H11MO.0.C	Nfia	19.53	14.49	23.57	18.17
ENSMUSG00000008575	nuclear factor I/B [Source:MGI Symbol;Acc:MGI:103188]	NFIB.Ca9664.1.YY2017.HT-SE2	Nfib	38.8	28.78	41.21	31.77
ENSMUSG00000008575	nuclear factor I/B [Source:MGI Symbol;Acc:MGI:103188]	NFIB.Me9664.1.YY2017.HT-SE2	Nfib	38.8	28.78	41.21	31.77
ENSMUSG00000008575	nuclear factor I/B [Source:MGI Symbol;Acc:MGI:103188]	TA0222_NFIB_full_dimer	Nfib	38.8	28.78	41.21	31.77
ENSMUSG00000055053	nuclear factor I/C [Source:MGI Symbol;Acc:MGI:109591]	MA0161.1.NFIC	Nfic	21.13	15.67	19.62	15.13
ENSMUSG00000055053	nuclear factor I/C [Source:MGI Symbol;Acc:MGI:109591]	NFIC.Me9663.1.YY2017.HT-SE2	Nfic	21.13	15.67	19.62	15.13
ENSMUSG00000055053	nuclear factor I/C [Source:MGI Symbol;Acc:MGI:109591]	NFIC.Ca9663.1.YY2017.HT-SE2	Nfic	21.13	15.67	19.62	15.13
ENSMUSG00000055053	nuclear factor I/C [Source:MGI Symbol;Acc:MGI:109591]	NFIC_HUMAN.H11MO.0.A	Nfic	21.13	15.67	19.62	15.13
ENSMUSG00000056749	nuclear factor, interleukin 3, regulated [Source:MGI Symbol;Acc:MGI:109495]	MA0025.1.NFIL3	Nfil3	30.01	22.27	24.67	19.02
ENSMUSG00000056749	nuclear factor, interleukin 3, regulated [Source:MGI Symbol;Acc:MGI:109495]	TA0423_NFIL3_DBD_dimer	Nfil3	30.01	22.27	24.67	19.02
ENSMUSG00000056749	nuclear factor, interleukin 3, regulated [Source:MGI Symbol;Acc:MGI:109495]	NFIL3_MOUSE.H11MO.0.C	Nfil3	30.01	22.27	24.67	19.02
ENSMUSG00000001911	nuclear factor I/X [Source:MGI Symbol;Acc:MGI:97311]	TA0861_NFIX_full_dimer	Nfix	4.3	3.19	5.34	4.12
ENSMUSG00000001911	nuclear factor I/X [Source:MGI Symbol;Acc:MGI:97311]	NFIX.Me9662.1.YY2017.HT-SE2	Nfix	4.3	3.19	5.34	4.12
ENSMUSG00000001911	nuclear factor I/X [Source:MGI Symbol;Acc:MGI:97311]	NFIX.Ca9662.1.YY2017.HT-SE2	Nfix	4.3	3.19	5.34	4.12
ENSMUSG00000001911	nuclear factor I/X [Source:MGI Symbol;Acc:MGI:97311]	MA0671.1.NFIX	Nfix	4.3	3.19	5.34	4.12
ENSMUSG00000001911	nuclear factor I/X [Source:MGI Symbol;Acc:MGI:97311]	TA0223_NFIX_full_dimer	Nfix	4.3	3.19	5.34	4.12
ENSMUSG00000028163	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105 [Source:MGI Symbol;Acc:MGI:97312]	MA0105.1.NFKB1	Nfkb1	10.92	8.1	12.42	9.57
ENSMUSG00000028163	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105 [Source:MGI Symbol;Acc:MGI:97312]	MA0105.3.NFKB1	Nfkb1	10.92	8.1	12.42	9.57
ENSMUSG00000028163	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105 [Source:MGI Symbol;Acc:MGI:97312]	MA0105.2.NFKB1	Nfkb1	10.92	8.1	12.42	9.57
ENSMUSG00000028163	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105 [Source:MGI Symbol;Acc:MGI:97312]	MA0105.4.NFKB1	Nfkb1	10.92	8.1	12.42	9.57
ENSMUSG00000028163	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105 [Source:MGI Symbol;Acc:MGI:97312]	SMiLE_NFKB1_001	Nfkb1	10.92	8.1	12.42	9.57
ENSMUSG00000028163	nuclear factor of kappa light polypeptide gene enhancer in B cells 1, p105 [Source:MGI Symbol;Acc:MGI:97312]	NFKB1_HUMAN.H11MO.1.B	Nfkb1	10.92	8.1	12.42	9.57
ENSMUSG00000025225	nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100 [Source:MGI Symbol;Acc:MGI:1099800]	MA0778.1.NFKB2	Nfkb2	4.86	3.61	5.07	3.91
ENSMUSG00000025225	nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100 [Source:MGI Symbol;Acc:MGI:1099800]	NFKB2.Me9601.1.YY2017.HT-SE2	Nfkb2	4.86	3.61	5.07	3.91
ENSMUSG00000025225	nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100 [Source:MGI Symbol;Acc:MGI:1099800]	NFKB2.Ca9601.1.YY2017.HT-SE2	Nfkb2	4.86	3.61	5.07	3.91
ENSMUSG00000025225	nuclear factor of kappa light polypeptide gene enhancer in B cells 2, p49/p100 [Source:MGI Symbol;Acc:MGI:1099800]	NFKB2_HUMAN.H11MO.0.B	Nfkb2	4.86	3.61	5.07	3.91
ENSMUSG00000023994	nuclear transcription factor-Y alpha [Source:MGI Symbol;Acc:MGI:97316]	MA0060.3.NFYA	Nfya	12	8.91	13.71	10.57
ENSMUSG00000023994	nuclear transcription factor-Y alpha [Source:MGI Symbol;Acc:MGI:97316]	PEBB_HUMAN.H11MO.0.C	Nfya	12	8.91	13.71	10.57
ENSMUSG00000023994	nuclear transcription factor-Y alpha [Source:MGI Symbol;Acc:MGI:97316]	NFYA_HUMAN.H11MO.0.A	Nfya	12	8.91	13.71	10.57
ENSMUSG00000023994	nuclear transcription factor-Y alpha [Source:MGI Symbol;Acc:MGI:97316]	MA0060.2.NFYA	Nfya	12	8.91	13.71	10.57
ENSMUSG00000023994	nuclear transcription factor-Y alpha [Source:MGI Symbol;Acc:MGI:97316]	MA0060.1.NFYA	Nfya	12	8.91	13.71	10.57
ENSMUSG00000020248	nuclear transcription factor-Y beta [Source:MGI Symbol;Acc:MGI:97317]	NFYB_HUMAN.H11MO.0.A	Nfyb	21.24	15.76	18.93	14.6
ENSMUSG00000020248	nuclear transcription factor-Y beta [Source:MGI Symbol;Acc:MGI:97317]	MA0502.1.NFYB	Nfyb	21.24	15.76	18.93	14.6
ENSMUSG00000032897	nuclear transcription factor-Y gamma [Source:MGI Symbol;Acc:MGI:107901]	NFYC_HUMAN.H11MO.0.A	Nfyc	74.23	55.07	81.6	62.9
ENSMUSG00000015579	NK2 homeobox 5 [Source:MGI Symbol;Acc:MGI:97350]	HOMEO0116_Nkx2-5_3436.1	Nkx2-5	112.75	83.65	109.78	84.63
ENSMUSG00000015579	NK2 homeobox 5 [Source:MGI Symbol;Acc:MGI:97350]	MA0063.1.Nkx2-5	Nkx2-5	112.75	83.65	109.78	84.63
ENSMUSG00000015579	NK2 homeobox 5 [Source:MGI Symbol;Acc:MGI:97350]	NKX2-5.Me9979.2.YY2017.HT-SE2	Nkx2-5	112.75	83.65	109.78	84.63
ENSMUSG00000015579	NK2 homeobox 5 [Source:MGI Symbol;Acc:MGI:97350]	NKX25_HUMAN.H11MO.0.B	Nkx2-5	112.75	83.65	109.78	84.63
ENSMUSG00000015579	NK2 homeobox 5 [Source:MGI Symbol;Acc:MGI:97350]	NKX2-5.Ca9979.1.YY2017.HT-SE2	Nkx2-5	112.75	83.65	109.78	84.63
ENSMUSG00000015579	NK2 homeobox 5 [Source:MGI Symbol;Acc:MGI:97350]	MA0503.1.Nkx2-5.var.2	Nkx2-5	112.75	83.65	109.78	84.63
